Star,review_title,text_review,apps_category,review_length
5.0 out of 5 stars,Very helpful,We use this as a baby monitor and it works great! I love that we can access from any phone or computer. On occasion we'll use it to monitor the house when my oldest daughter is babysitting. I love that we scan the house at different angles. It's like we're still there.,novelty,52
4.0 out of 5 stars,Anti virus & Kindle Cleaner App,This is by far the best file & virus cleaner I have yet to find for my Amazon Kindle. The one thing that I didn't like is when you first download the app it tells you that it's free. Which couldn't be further from the truth because it will let you run the program & it'll tell you what's on your Kindle that needs to be removed. But when you go to download the virus remover it tells you that you must pay $3.99 which is fine because of how good the app work's. I just find it a bit misleading that it tells you it's free & then hits you w/ a $3.99 charge.,novelty,115
5.0 out of 5 stars,"Keep an eye on your property from your phone, tablet and computer!",Best app Ever! I use this app all the time to watch my car and my patio door. It records images and sends them to my email. View live and it's only a spit sec. difference in time. Control your camera right from the app. We plan to add more cameras.,novelty,51
5.0 out of 5 stars,"works great, easy to set up.","I bought this to use as a baby monitor on my kindle fire HD with my foscam 8910W cameras. The app has a camera scanner so it can get most of the details for set up on its own. Once I figured out the difficult part of port forwarding using a YouTube video or two, I'm now able to view my cameras from anywhere and I bought the app for my Android phone.Best features: control camera movement, movement and sound alarms, and viewing more than one camera at a time.",novelty,90
4.0 out of 5 stars,Recommended Update,The two older TRENDNET cameras we have (TV-IP 512WN) works great on the home network and via Inernet.  We purchased two additional TRENDNET cameras (TV-IP 751WIC and TV-IP 851WIC) that are not currently supported.  We were able to use the TV-IP 551WI setting with encrypted password to view both cameras on the home network but can't view via Internet.  Would like to see support on these cameras on the next update.,novelty,71
5.0 out of 5 stars,The interface is clean and easy to navigate,"I've tried several apps before finally deciding to use this app as my go-to app for my Foscam cameras. Camera set up is intuitive and straight forward. The interface is clean and easy to navigate. Easy to activate/deactivate the speaker/microphone on the camera as well as record video. Thanks tinyCam for a job well done. There were just way too many other apps, or few apps that do what you can in an easy user-friendly way.",novelty,76
1.0 out of 5 stars,If you are not a techie - stay away from these apps.,"So confusing to use, I have 3 cameras on one NVR box, but it would only allow me to view one of the cameras from the box. Luckily I’ve got a monitor connected via HDMI to the NVR box so I’m not particularly fussed, but they really need to make these apps a bit simplistic.",novelty,55
4.0 out of 5 stars,Seems to do it,It goes away for a while and seems to do what it is supposed to do.  Hard to tell. Tablet seems to run faster.  Very strange that none of the other virus checkers find anything but this one always does.  Also the fact that you have to rate it in order to get more features makes me wonder.  Will give it the benefit of the doubt for now and keep using it.,novelty,72
5.0 out of 5 stars,baby monitor,"My family absolutely loves this camera.  We use it as a baby monitor and couldn't be happier.  The sound is very clear and picks up the faintest of sounds. My husband put it together so I'm not sure how easy that was but the general use is very easy.  The nightvision is very clear, you can even make out the pattern on her bed sheets ando pajamas. Highly recommend.",novelty,69
1.0 out of 5 stars,"False Advertising, No Proof of changes","Product says it is a FREE OPTIMIZER & CLEANER - it is not. It does a free scan and THEN you have to pay (IN THE APP) to get the optimizer and cleaner. I was a fool and used my coins to continue... and I cannot return & refund. This is bait & switch. If people bought it through the site/store, they could get a refund when they see the app does nothing. But if you use coins, you are now stuck with a brick they claim fixed your kindle - but since it does not provide any information on what it did, you have no way of knowing.As a matter of fact, when I used my kindle to research how to get my coins back - it felt slower than ever. And please do not insult me with your generic blurb on how it removes hidden data and all that.",novelty,151
1.0 out of 5 stars,Painfully slow,"Has the potential to be good. Relatively easy to set up if you know the right info, but PAINFULLY SLOW. Other free apps out there that will do a better job. At first I though the CCTV feed had frozen, but coincidentally a car drove past the front of the house - it was either moving at crawling pace, or the app is unable to refresh fast enough.",novelty,68
5.0 out of 5 stars,I love the many options including local recording,Automatically picked up and configured my Insteon HD Cam in just a couple taps. I love the many options including local recording. I'd been trying several IP camera apps since the Insteon app is terrible with the camera (no landscape full screen view for instance). None of the other apps were as simple to use or had as many features. I love the background audio mode as I plan on using an old tablet as a baby monitor.,novelty,78
1.0 out of 5 stars,Scanner ONLY. You must but the cleaner.,This app is ONLY a scanner. You must purchase the actual cleaner. It runs a quick scan-but there's no way to tell how accurate it is w/o buying and running the associated cleaner. Very deceptive to call this a scanner AND cleaner. Even the description doesn't mention the reality of what this App is and isn't.,novelty,56
4.0 out of 5 stars,Nice App and Good Customer Support,I've been using this product for a couple years now and just bought it again for my newest phones.  The people that support this product have been really responsive in the past to my questions.  I also like to see when a company continues to improve on their software with regular updates.  You see upgrades to the app every month or two.  It gives you a good feeling that the company is planning to be around for the long haul.,novelty,80
1.0 out of 5 stars,Lies! Money Scam!,"This app starts out seeming great but after every scan, there are 8 viruses. (Just like everyone else said) andI just bought my fire hd 8, and I know there isn't any viruses let alone 8 and then you have to spend money to ""fix& it. DO NOT WASTE YOUR TIME",novelty,51
4.0 out of 5 stars,it works well for what I need,"Just to watch my grandson when he is suppose to be taking a nap and I don't have the time or energy to run up and down the stairs to get him to lay down AGAIN and go to sleep, I can talk to him and convince him to do that for me.",novelty,53
2.0 out of 5 stars,Hobbled by Amazon,"It won't work with android wear watches. Which is why I purchased it. The description says it works with android wear watches. However, I get a pop-up that there is a bug with Amazon DRM protection. I don't like to give this a low reading, since it isn't the developers fault (if purchased from Google Play Store, it evidently works without a hitch). However, it still does not work as advertised.",novelty,71
3.0 out of 5 stars,May help but....,"Seems to help a bit, but it's hard to believe that I have three to five viruses each time that I cleaned my tablet. When I click the "" see"" title it won't show the files that are supposed to be infected. Also the promotional advertising for more of their own products are annoying.",novelty,54
1.0 out of 5 stars,Locks up Kindle Fire!!!,"This app started locking up my Kindle Fire so bad I had to do a hard reset, plug/unplug the power cable, then do another hard reset again just to get my Kindle to unlock and come back on. After contacting the developer multiple times, I realised he just didn't care. I have two other relatives who had the same problem, so I know it isn't just my Kindle. Actually, I have three Kindles, so that's a total of FIVE so far it won't work on. This app is a total loss, renders my Kindle unusable, and the developer is one of the worst I've dealt with on Amazon. He won't even respond to my requests for help anymore. I finally had to uninstall this app and bought ""Ip cam viewer"" (full) and found no problems so far with that one. Take my advice, if you have a Kindle Fire, stay away from this app. I do have to add this, the app does work well on my Nexus 7 tablet, but it does NOT WORK ON KINDLE FIRE DEVICES. If you have another kind of tablet, it is a hit or miss, try the free version first. Better yet, if you have IP cameras and want to be able to choose from a list of good monitoring apps that work, don't buy a Kindle in the first place. Buy something else that will allow purchases from the Google Playstore. There is a better selection and most likely your device will be compatible with this app. Good luck.",novelty,257
4.0 out of 5 stars,"Seems to work well, but ......","App appears to be working as advertised.  Finds both garbage and virus files and removes them.  However the quality of the user interface is so low that my confidence in the results is less than complete.  To be blunt, the user interface appears to be a joke.  It looks like something you would find on a game app for children.  It turns it turns me off something fierce.  It may just be me (probably is), but this shakes my confidence in the results and thus reduces the overall rating that I can give to the app.  Sorry, but I have to tell it like it is.",novelty,106
1.0 out of 5 stars,DO NOT BUY THIS PIECE OF JUNK!!!,"I just paid for this app on my Fire TV Stick, and I'm extremely angry. When I run the app, it immediately freezes up and becomes unresponsive to inputs from the remote. Therefore, I cannot set up any cameras - in fact, I can't do ANYTHING except try to abort the app - which takes a long time to kill. So frustrating. What a piece of total garbage. I'm shocked that Amazon would even offer this app for sale. I will be attempting to get my money back. DO NOT BUY THIS!PS Aside from this tinyCam Monitor app annoyance, I'm really digging my new Fire TV Stick!",novelty,107
2.0 out of 5 stars,Working only partially!,It seems like this is the best screen mirroring app available for Fire TV Stick. It works well screening my iPhone screen on Sony TV. You mirroring pictures on my phone. It can mirroring video file on my phone without sound. It does work when video within the app. Video within CNN or ESPN doesn’t play. This app is way below my expectations.,novelty,63
4.0 out of 5 stars,No Problems!,"After using a popular cleaner, booster, virus scanning program for several years it occured to me that on three different tablets - and a zillion scans -not one virus had ever been detected. Upon noticing this application was designed for Kindle Fire tablets I thought I'd give it a go. On the first scan two viruses were found, cleaned, and eliminated. Today fourteen more were discovered! The process is lightning fast - no long wait. My Kindle Fire is working great.  Plus, I like the fact that this application is providing a higher level of protection for my tablet. There's a huge investment of money, time, and irreplaceable information on my tablet. It's foolish not to protect it.",novelty,118
1.0 out of 5 stars,Freezes my Kindle Fire,"The latest version regularly freezes my kindle fire and requires a reboot.  This also happens on my wife's fire and my Motorola attic (not as bad on the attic).  I have the latest foscam camera from amazon, so I assume this is should be a common setup...  This is very frustrating and unacceptable.  Do not buy the app until they release a fix.",novelty,63
5.0 out of 5 stars,The interface is clean and easy to navigate,"I've tried several apps before finally deciding to use this app as my go-to app for my Foscam cameras. Camera set up is intuitive and straight forward. The interface is clean and easy to navigate. Easy to activate/deactivate the speaker/microphone on the camera as well as record video. Thanks tinyCam for a job well done. There were just way too many other apps, or few apps that do what you can in an easy user-friendly way.",novelty,76
5.0 out of 5 stars,Works so well I want to get more cameras!,"Works great with my 3 Foscam Wifi P/T cameras!I tried the free version to verify that it could connect and operate my cameras, and it worked great, so I upgraded to the paid version (easy setup with the convenient export/import feature - very well thought out). The PRO features are totally worth the price.FastThis app works easily and the control/response from the camera is much faster than the app I was using on my iPhone. There is a lot of extra functionality like motion/audio detection and auto-recording and uploading. My kids like to turn the motion alarm on, and see if they can ""Ninja"" past the kitchen cam undetected (worth $3 right there just for the sustained silence/giggles from them!).Works on Fire StickI hadn't even thought of trying this on the Fire TV Stick until I read a few reviews here. I was really happy to see that it worked pretty well (the navigation is a little challenging, but you get used to it), and I was glad that one purchase gets me an app on 2 devices! Knowing that this works nicely on the Fire Stick opens up a bunch of possibilities for monitoring.Works great on Kindle Fire HDI can view all 3 cams at once, see/hear the motion alarm go off when there is movement, easily record, and do all the things you could imagine you would want to do in a security cam app.The Kindle Fire I have doesn't have a mic, but I read that headphones w/mic might work, and was very happy to find that my iPhone headphones work w/the Kindle, and I can talk/listen over the cameras with 'reasonable' clarity! I had pretty much given up on being able to talk over the cams, as all the apps I had tried in the past would send such garbled sound, (worse than Charlie Brown's teachers...kids look it up) and I couldn't get any mobile/desktop app to work with the Foscam 9821W talk functionality. This is the first app that lets me talk to that cam, and it works great!SecurityIt is great that SSL and encrypted password features are available, and work well, allowing you to access/control your cameras externally, but securely.The software is well designed and seems to be updated pretty frequently, as you can see from the support site: http://tinycammonitor.com/changelog.htmlNit-picks:- I wish the default view would have the movement controls- The 'preset' functions don't work for me",novelty,403
4.0 out of 5 stars,Better App than what I had......definitely!,"I already had 2 Apps downloaded to check for viruses and to clean system......BUT I DOWNLOADED THIS JUST TO SEE WHAT IT WAS LIKE AND IT FOUND , ALL KINDS OF JUNK AND 7 viruses!  I think I will keep this App and get rid of the other ones!!!  Angelblue :)",novelty,51
2.0 out of 5 stars,"Worked in one tablet, didnt work in the other one. Have to run apps on both devices. Almost useless","It's a shame that I wasn't warned about the loss of this fundamental feature in the new and supposedly improved fire TV 4k: The fact that I can't make the screen mirror natively as I did with my old Fire TV. Fortunately, I still keep the old stick in the kitchen and I can mirror the screens of ALL my android devices in it without issues...what a pity...!!!",photo_and_video,68
3.0 out of 5 stars,it is easy to use however it has a glitch it easily looses connection and has to be restarted,My problem with this device is it will loose the connection while viewing video's I have to reconnect the mirror app to the computer and restart the app. I have had on several occasions had to reconnect my computer to the app on the T.V. and to watch the video which I had to pause.,photo_and_video,55
5.0 out of 5 stars,Makes native AirPlay to FireTV doable!,"It does the thing! With this installed on my fire stick, I can use AirPlay to play the videos in my Files app. I have actually been using the VLC app since it’s easier to find airplay on it but that app requires that you also select the cast option in order to stream the video and not just audio which is weird but I super don’t care because I’ve been trying so hard just to find something to get my videos from iPad to tv. Others have mentioned ads, and I can’t say whether they disrupt content yet; I’ve only seen them between actions (from playback to stopped, etc) and there’s an “x” button on all the ones I’ve seen immediately so they’re easy to bypass. So for me, good enough!",photo_and_video,132
4.0 out of 5 stars,Works as you would expect,"Basically allows you to airplay from your iPhone or Android like you would to an apple tv, you would think the firestick would have this feature built in for Apple devices but I guess apple can be hard to work with.  Very easy to use and very handy, only complaint is the ads which can get intrusive after a while",photo_and_video,60
4.0 out of 5 stars,Good But..,"This App Is Really Good For Recording, But One Thing. On Certain Games Or Games On Roblox If Anything Pops Up or Just Random Question when You Enter The Game The Screen Recorder Stops. Again, This Is A Good Game But It Be Nice If It Could Be Fixed. 😁",photo_and_video,50
5.0 out of 5 stars,"Works flawlessly, but many ads.","As expected with anything that's worth using they're either plagued with ads, or you gotta pay for them.This app works seamlessly if you're coming from a Chromecast equipped device to the Fire TV, as the Amazon offering does not support it natively.This app does run in the background so you can interrupt what's on screen at any time by launching media from a Chromecast device, which is also convenient (like Rick rolling your friend from your phone).However you can't just buy this application outright. They offer only a subscription service, which depending on who you are, can be a good or bad thing. You can pay to try it longer and leave it, or buy a year pass for a decent price. However if everything uses this model, the monthly/yearly subscription costs could add up, so take it as it is. Because it's legitimately seamless, I will not remove any stars for this payment choice as I feel supporting good developers is a good thing.",photo_and_video,165
5.0 out of 5 stars,Some bugs - but works well,"I use this to mirrors my Mac to the Firestick using Airplay.  Easy to setup, and easy to use - but sometimes the software does not connect unless I restart it.  Also, some video streams can be a bit much for the bandwidth, resulting in dropped frames and jerky video - so not a perfect replacement for HDMI cable.  Still, very nice to be able to mirror from across the room.",photo_and_video,71
3.0 out of 5 stars,Glitchy,"We use this app mostly for gaming do our GM can share graphics and maps with us and with remote players at the same time. At first it worked fairly seamlessly, except for the ads, but without paying for the pro version I guess that is what you get.  After a month of using it, though, the app has decided it does not know how to play nicely with the computer from which it’s signal come, our WiFi, or our Amazon Fire TV box.  We have uninstalled and reinstalled to no avail.  If another option is available to you I would use that.",photo_and_video,103
1.0 out of 5 stars,Quit?,"When I saw first saw this apps reviews, they all said that I should get it. But when I did get this app, was not happy. Whenever I go into the app it kept asking ""Recme is not working, would you like to quit?"" So yeah, I do not recommend this app for kindle fires.",photo_and_video,55
1.0 out of 5 stars,Subscribed but still wants me to watch commercials.,"Like how it was easy to set up, but 8/10 times, the app would lag. Also, I was subscribed because it was great to cast my phone to the TV, but afterwards, it seemed that the support for it became non-existent. The thing that made me give it a one star was the fact that I was subscribed to it, but it kept prompting me to buy the pro version (which I already have) and double dipping by having me watch commercials. I would check my membership and verify the monthly subscription was checked and also checked my profile that I have paid the due. I also checked my credit card statement and it was paid. So why? I don't know. Now, I can't connect to it at all so it's absolutely trash at this point. Very disappointed.",photo_and_video,138
1.0 out of 5 stars,Terrible,"I have tried to record myself, but it never works, after a short amount of time it will glitch and stop recording, and the footage I did catch corrupts, then its 1 hour of work down the drain. Even when I have somehow got it to continue to record, the footage still becomes corrupt, if you want my opinion, I would suggest ""omelet arcade"", it lets you play on peoples Minecraft severs, lets you live stream any game, and it lets you record normally too!",photo_and_video,85
4.0 out of 5 stars,Does the Job!,"At first, I had some issues with connectivity, but after contacting them, they helped and fixed the issue. Good customer service, and does what you need it to! I am using a MacBook to stream onto a fire TV and it works well. You don't have to have it downloaded as another review said, maybe the audio driver wasn't installed for her. I had looked into a few different apps to stream, but this one had the best reviews and for me, it has worked well.",photo_and_video,86
1.0 out of 5 stars,Huh?,"A techie (me!) couldn't get this to work.  It starts up and shuts down.  At least THAT is automatic.  Ended up deleting it and looking for an alternative (which I have yet to find.)  Want to cast my Ipad (Apple TV app) to my Amazon Fire Cube, which the description says can be done.  Uh, huh.  NOT recommended.  One GREAT point to remember is that AirScreen has a free version.  Of course, that said, you definitely get what you pay for.",photo_and_video,81
3.0 out of 5 stars,Abigail C.,"It records as far as I can tell but it won't let me see the video I recorded, it won't load. The only time I could watch the video I recorded was the first one I did, which was like a test and then I did multiple more test, which is how I found out that it doesn't load the next videos recorded.",photo_and_video,63
1.0 out of 5 stars,not worth the trouble,"I was going to mirror my mac with my Fire TV...but this doesn't work with the audio immediately. you need to download a driver to do that. As I was doing that, the trial period ran out on the app. So...no. I'll just watch my streaming services on my TV.",photo_and_video,50
5.0 out of 5 stars,"Must have a Google account, also works with Toshiba Fire edition 3rd generation TVs.","please great once you a tuallyread the instructions,  just download on to TV, tablet and open a Google account if you don't already have one. To operate open app on your TV then go to Google home on your tablet or phone set the settings button, press mirror and then select TV you want to connect to. That really all there is to it.",photo_and_video,64
5.0 out of 5 stars,best screen recorder for kindle 😀,"This screen recorder is probably the easiest, only working screen recorder for kindle!  Its as simple as pressing start to record gameplay, and more!  This has really helped my YouTube channel Metal Chaos!  I'm so glad they made this!Pros:Easy to useRecords tour voice if u have a micGood for YouTubeCons:Has a very bad video cropNot well qualityAds can be annoying",photo_and_video,60
1.0 out of 5 stars,Don't bother with this app.,I have apple products and trying to cast to firth has been an issue.  this app claimed it was free but it is not free of commercials... yeah commercials.  Every 15minutes my porn will switch off to play a commercial then back to the porn after it's over.  its a groove killer.,photo_and_video,52
3.0 out of 5 stars,Works also with IOS!!!,I use it to mirroring  my IPad on my TV by Airplay through my Amazon Fire Stick. It was a long work with the nice and cool assistant of Amazon to succeed because Apple wants us to bye his Apple TV....Works well especially to get Apple Music on my tv speakers better than my iPad’s... I have access to my playlist and all the information about the music that they give.BUT the ADDS are very annoying specially when they merge in a piece of music. Why not offer to pay once for the App or at least once a year ?,photo_and_video,101
4.0 out of 5 stars,Omg....!,Its really cool when your trying to video animal jam play wild (my names Lalabunnie00) I find it easy to use but when I go on animal jam play wild it always seems to kick me of animal jam when I try to use this app its still pretty cool! 😵 I give it four stars! By Ella Lutz,photo_and_video,59
1.0 out of 5 stars,This did not work,"Purchased this to mirror a movie from my MacBook Pro 2016 to a 2019 Roku TV - it didn't work well - there was a delay and the image was pixelated. They sent a bunch of trouble shooting tips to me, but it was too late and I didn't have time to try them all. Would not recommend.",photo_and_video,58
5.0 out of 5 stars,Awesome App!!!,"This game is great, I can record videos without having green or pink on my screen. Its very helpful because I play roblox and The sims Free play. Its great for kids who like to play games and want to record them. I Recommend you to download this app And Its Freeeeeeee 🙌",photo_and_video,53
1.0 out of 5 stars,UNABLE TO PLAY VIDEO????AND....,"So, what happens was I got this app, then I clicked on it so I could record a roblox video. So I recorded it and it kept crashing my game!!!!After that, I wanted to watch it, and it said UNABLE TO PLAY VIDEO! The others were just AWFUL.You couldn't see anything!It was all meet up! And I worked SO SO HARD TO MAKE THAT VID!!! >:'( Please fix this I'm in a really bad mood today. So basicly my day just got even worse....",photo_and_video,84
5.0 out of 5 stars,Worked great!,"Very easy to install and configure. Used it to stream a Facebook Live video of my son's participation in a special event on Broadway, Hemophilia: the Musical, to my family room TV. Sound and picture came through great. Very convenient. I set it up on both my Prime TV and iPhone 7 in 5 minutes before the event.",photo_and_video,58
3.0 out of 5 stars,I really like that i can cast my screen to my tv without using any cables,If you have not use this app yet try it out. You can cast your mac laptop or iphone with this app to your flat panel tv no cables needed. I have not tried my pc yet but for mac you cast and away you go. I did find one thing though if you have a dvd player on your mac which mine is an older mac you cannot cast the dvd to the tv for some reason not sure why but it does not work.,photo_and_video,86
4.0 out of 5 stars,Useful App,"Useful app when you need to mirror something from your iOS device to a device that doesn't have integrated mirroring capability. Very happy to find this, albeit having to pay £9 for the ad-free version. I was screening a funeral service on my home TV, so thought that ad pop-ups should be avoided...",photo_and_video,53
1.0 out of 5 stars,"Free on Firestick then ""Pay Up"" later",Appeared to be a free mirroring app. Downloaded to firestick without issue. Then when downloading the required app in the Apple App Store - AirScreen attempts to charge you. Paid apps are fine but AirScreen concealed this until the end essentially requiring payment or deleting everything then finding something else. I deteted and easily found a free alternative. Lamesauce!,photo_and_video,59
5.0 out of 5 stars,well worth the download,It's worth the download and very easy to use.All you have to do is download the app into your phone and then download the app and to your smart TV or computer. And then you can broadcast your videos through your phone to your smart TV or computer using the same Wi-Fi network,photo_and_video,53
1.0 out of 5 stars,A Few BAD Problems.,"At first it was pretty good, there was a control pad with pause and stop, you can change the opacity and a lot more but one thing was annoying. The notification would not go away even when I try to swipe it, it still doesn't go away. Anyways, pretty good. I wanted to make a recording of me creating a gacha life character and when I did it it worked, but when I opened the app to see my recording, it would not open. I tried all apps to open it. Still wouldn't work. Please, I uninstalled it 4 time and it won't do what I need it to do.Would Not Recommend. Please do not get.",photo_and_video,116
4.0 out of 5 stars,Great app to get,"This is a really good app that has many options to improve the video and you don't need any computer and no root needed. Also the video saves right to your videos so you can upload to YouTube or email to a friend. The only thing is some options for videos are Pro Version only and for some reason you can't get it but Pro Version just adds 3 new options which are to add a face cam, have a start countdown, and to stop recording when on the lock screen.GRADING OF APPVIDEO QUALITY: ASOUND QUALITY: A-OPTIONS: A+",photo_and_video,98
1.0 out of 5 stars,"Waste of time, money?","""Free"" version didn't work at all. Got error saying that ads would not play, purchase paid version. So I purchased the paid version, which started with a 2-week ""free trial"" that automatically turns into a $12.95/yr paid full version. It showed up as purchased on Amazon digital subscriptions, but still won't work. Gives the same error: ads can't play, purchase the paid version or enable ads. No way to ""enable ads"" and I already purchased the paid version! Doesn't work as free version, doesn't work as paid version. Don't waste your time. I just hope the app hasn't stolen my Amazon, HBO Max, and other logins... I'm not xenophobic, but I'm also concerned about the developer being identified only in Chinese characters since the PRC govt is autocratic and a well-known govt-sponsored worldwide hacker.",photo_and_video,134
4.0 out of 5 stars,Good,"I love using this app it's great for recording...but it has problems like if I turn of audio it turns of the game music to, meaning in order for the video I have to be completely quiet. So I really hope you fix this and when you do I will rate 5 😃",photo_and_video,53
4.0 out of 5 stars,good app BUT,Ok so when I got this app and I recorded my first video then when I went to watch it but then it said unable to play video plz try again later that's what im mad about but this app is amazing to use for YouTude and other th I vs it's just that one little problem that you or y'all need to fix plz and type for reading this,photo_and_video,70
1.0 out of 5 stars,"Works, but worthless.","They give you about 5 minutes of test time before demanding you pay for the full version. Not enough time, and it seems like they're REALLY cheap.There's a huge lag, and the reproduction of your screen is very low resolution. Even full 1080p comes out badly.Don't waste your time. Give it a try. You'll see I'm right.",photo_and_video,57
3.0 out of 5 stars,"Good features, often laggy and doesn’t always disconnect fully","I love being able to mirror my phone to my TV but I always get the message that the connection is slow so there will be lag. Also after I disconnect my phone and turn mirroring off, sometimes it will reconnect to my phone when i watch another video and it is very annoying",photo_and_video,54
2.0 out of 5 stars,Pretty bad,"I got this app thinking it would have good audio quality and actually be able to record my screen. Waste of time, very bad audio quality and starts recording my screen either 2 minuets after I press record or doesn't record at all. 2 stars is over rating this app. I wish I could give it a half star.",photo_and_video,59
5.0 out of 5 stars,Useful app,I downloaded for the Upnp function. I have a media server in my house and used the app to connect to it to stream movies to the TV. IT does work great but i recommend buying the full version. If you don't mind having adds like every 10 or 20 min then buy the full version,photo_and_video,56
1.0 out of 5 stars,Not recommended,I have returned this item after opening it.  Product quality was very bad as compared to picture and description shown in the app.  Need not to purchase it on line without checking the actual one.  The main issue was mobile holder surface was of plastic and that was making slipary surface. Screen quality is bad as it will give strain to the eyes. Not recommended,photo_and_video,65
4.0 out of 5 stars,Good,This app is very good its just that when you record with your voice your voice sounds wierd and also when i recorded myself playing a game and when i was done i wanted to see my vid but it said ut was unable to play but thus app is very good but they have to make changes,photo_and_video,58
1.0 out of 5 stars,"Free on Firestick then ""Pay Up"" later",Appeared to be a free mirroring app. Downloaded to firestick without issue. Then when downloading the required app in the Apple App Store - AirScreen attempts to charge you. Paid apps are fine but AirScreen concealed this until the end essentially requiring payment or deleting everything then finding something else. I deteted and easily found a free alternative. Lamesauce!,photo_and_video,59
5.0 out of 5 stars,A winner in my book!!,"Upon INSTALLATION, I it found 5 viruses and plenty of residual trash files. It cleaned them up fast and allowed me to review what was cleaned or removed. Best part is, this app is lightweight, not all that extra nonsense you get with a lot of the others I've tried.",Travel,50
5.0 out of 5 stars,Excellent app . Ignore negative reviews.,"This is without doubt the best app to monitor YOUR OWN webcams. It can of course connect to any public streaming webcam but that is just a bi-product of having such a flexible app.In order to use it successfully so you can view from within your home or from anywhere outside your home when you are connected to data or wifi you need.....1 - a webcam (or webcams) connection to your own network (lan or wifi connected)2 - set up port forwarding on your home router3 - either pay your internet provider for a fixed IP address for your home network OR subscribe to a free DNS service  (like noip.com)Then load this app, or the free version, and put in your webcam parameters. Don't forget to put the app on your android phone also.It's not difficult - jfgi!",Travel,138
3.0 out of 5 stars,It's ok...,"I installed this because my fire was running kinda funky. It is the 3rd app I have tried and this one is the best so far. I did have to pay $4.44 for the cleaning side of the app. My fire runs much better but I have run 2 scans so far and each time there is 8 virus files I click to see what they are, it will not show me but says clean garbage, I do so and it says it is clean. I give 3 stars because I am still unsure it is finding and getting rid of viruses.",Travel,102
5.0 out of 5 stars,Pretty darn good camera app,Used tiny cam monitor free for maybe 1.5 months and was happy with it for monitoring my wifi camera- all Trendnet and one Foscam. The Free version worked fine for my needs except for the adds popping up. Like being able to have multiple cameras on one page. Decided to go to the Pro version to support the app- $4 is worth it and then there are no worries about accidentally hitting the app banner. Had all my cameras listed during set-up. It also allowed me to transfer the camera setup easily from the free version to the pro version. I have 2 pages of cameras and it is set up to stay on each page for 10 seconds before going to the 2nd page. You probably will want to remove all of the public cameras that come installed with the app.,Travel,142
4.0 out of 5 stars,Kindle Fire File Cleaning,"Have cleaned my Kindle Fire Tablet numerous times per week since installing this software.  Results appear to be mixed, at times programs appear to run smoothly and other times there doesn't appear to be any changes.  When there are no noticeable changes some programs with won't run or they run slow.  Unknown if the problem is the Kindle Fire, software installed, internet or all of the above.",Travel,67
5.0 out of 5 stars,Great software to view your IP cameras,"I started with the Free version then paid to get the Pro version, since it included sound (it was only two bucks then)It works great.  I have two Foscam wireless webcams and use this software on my Kindle Fire HD. I can easily view the cameras from inside my home network or any wireless connection outside my home.It opens quick, will show both cameras at once (or individually).  You can listen and talk through it (though talking is poor, likely due to wireless connection).It also enables a lot of the camera features like alarms and email/video recording.",Travel,97
4.0 out of 5 stars,Full featured app with excellent support - wyze cam v2 on firestick,Still trying to iron somethings out though so defaulting to sideloaded wyze app just to be honest. I’m getting trails on moving objects but when I email support for help they get back very quick. Trying some suggestions from them and will report back. I’d give it a try. I had to buy a bluetooth mouse to get the wyze app sideloaded and it’s not perfect either. It maybe integration with wyze so if you have other cameras default settings may work out of the box. Bluetooth mouse cost me $23. App is much cheaper.,Travel,95
5.0 out of 5 stars,Senior,"I like this product because it is easy to use.  I am a senior and I appreciate a product that doesn't require a lot of tectie know how. I installed the product, read the information and ""puff"" it's working. Thank you for a great product that works, is easy to install and remembering us seniors.",Travel,55
2.0 out of 5 stars,Needs more features,Wish I could be given a list of the files and viruses being removed. I have a virus detector installed on my tablet but it did not catch the viruses this app said were on my device. And I guess I will need to run this every time I use my device because there is no automatic scan setting available.,Travel,60
3.0 out of 5 stars,Never fully clean??,"I ran the cleaner and it showed 15 MB to be cleaned. Then my finger misfired and instead of heading here to offer a 5 Star rating, I ended up re-cleaning my Fire Tablet to access the button- link to come to the Appstore. Surprise surprise surprise it now showed 58 MB to be cleaned!! But I had just cleaned all the suggested 15 MB and now within seconds there is more! I repeated this process 8 more times, each time new amounts of MB were to be cleaned. Is this a never end and non-diminishing problem?",Travel,97
5.0 out of 5 stars,Keeps my Kindle 10 in. Tablet running smooth!,"I have been running this app for 18 months. My tablet was not loading photos, so I ran the scan, removed the trash, and my tablet was runnI haing fine again! No other issues since installation. I like how simple and fast it is!  I have been playing for a long time. I usually buy the extra dash at 1.99 and overnight it has gone up to 13.99. Seems a little steep!",Travel,72
4.0 out of 5 stars,Better Results,"CCleaner doesn't appear to accomplish anything wirh my Fire 8, but does appear to work on my older 2nd Gen Fire 10.  Speed Booster's graphics state it's ""freed up"" space, but it's ""result"" is suspiciously repetitious.  This app seems more honest, in both posted result and Fire performance, than the others. Slightly faster and smoother performance.",Travel,56
3.0 out of 5 stars,It's ok...,"I installed this because my fire was running kinda funky. It is the 3rd app I have tried and this one is the best so far. I did have to pay $4.44 for the cleaning side of the app. My fire runs much better but I have run 2 scans so far and each time there is 8 virus files I click to see what they are, it will not show me but says clean garbage, I do so and it says it is clean. I give 3 stars because I am still unsure it is finding and getting rid of viruses.",Travel,102
